,기업명,주소,업종분류,설립연도,기업홈페이지URL
0,뮤직카우,서울특별시 마포구,응용 소프트웨어 개발 및 공급업,2016,www.musicow.com
0,밀리의서재,서울특별시 마포구,"서적, 잡지 및 기타 인쇄물 출판업",2016,www.millie.co.kr/v3/brand/update
0,원티드랩,서울특별시 송파구,시스템 소프트웨어 개발 및 공급업,2015,www.wanted.co.kr
0,차지비,서울특별시 송파구,시스템 소프트웨어 개발 및 공급업,2015,www.wanted.co.kr
0,아이오바이오,서울특별시 강남구,그 외 기타 의료용 기기 제조업,2011,www.aiobio.co.kr/
0,경우시스테크,서울특별시 금천구,기타 무선 통신장비 제조업,1999,www.kyungwoo.com/
0,아이알큐더스,서울특별시 금천구,기타 무선 통신장비 제조업,1999,www.kyungwoo.com/
0,디플래닉스,서울특별시 서초구,데이터베이스 및 온라인 정보 제공업,2021,dplanex.com
0,씨엔알리서치,서울특별시 강남구,"그 외 기타 전문, 과학 및 기술 서비스업",2020,
0,디웨이브,서울특별시 서초구,컴퓨터시설 관리업,2020,
0,뱅크샐러드,서울특별시 영등포구,포털 및 기타 인터넷 정보 매개 서비스업,2012,https://career.banksalad.com/
0,현대캐피탈,서울특별시 중구,신용카드 및 할부 금융업,1993,www.hyundaicapital.co.kr
0,미스터블루,서울특별시 마포구,만화 출판업,2002,www.mrblue.com
0,포커스미디어코리아,서울특별시 영등포구,광고 대행업,2017,www.focusmediakorea.com
0,하이,서울특별시 성동구,통신 판매업,2012,
0,하이,경기도 용인시,시스템 소프트웨어 개발 및 공급업,1998,www.anotherworld.to
0,하고엘앤에프,서울특별시 금천구,핸드백 및 지갑 제조업,2017,
0,엑스페릭스,경기도 성남시 분당구,전자 부품 제조업,2017,www.xperix.com
0,에이피알,서울특별시 송파구,그 외 기타 생활용품 도매업,2019,
0,컴투스플랫폼,서울특별시 성동구,전기ㆍ전자공학 연구개발업,2016,
0,모두의봄,서울특별시 마포구,"도장, 도배 및 내장 공사업",2022,www.vhom.co.kr/
0,고피자,서울특별시 종로구,기타 식료품 소매업,2017,www.gopizza.kr
0,크래프톤,서울특별시 종로구,기타 식료품 소매업,2007,www.krafton.com
0,대교,서울특별시 강남구,게임 소프트웨어 개발 및 공급업,2009,
