,기업명,설립연도,매출액,사원수,업종분류,기업규모,주소,기업 홈페이지 URL
632,링글잉글리시에듀케이션서비스,2015년 5월 29일,"94억 6,821만원 (2022)",51 명 재직중,학원·학습지,중소기업,"서울특별시 서초구 서초대로78길 22 11층 (서초동,홍우제2빌딩)지도보기",//www.ringleplus.com
633,마이크로프로텍트,2020년 3월 26일,-,7 명 재직중,보험·연금,중소기업,,
634,스쿨버스,2018년 4월 27일,"12억 1,399만원 (2022)",42 명 재직중,육상운송,중소기업,"서울특별시 강서구 마곡중앙8로1길 26 (마곡동,(주)캐스트윈마곡신사옥)지도보기",//www.safeschoolbus.net
635,뱅크샐러드,2012년 7월 2일,"43억 7,092만원 (2022)",203 명 재직중,소프트웨어·솔루션·ASP,중소기업,"서울특별시 영등포구 여의대로 108 43, 44층(여의도동,파크원)지도보기",//www.banksalad.com
636,대교,1986년 12월 31일,-,"2,240 명 재직중",학원·학습지,중견기업,"서울 관악구 보라매로3길 23 (봉천동,대교타워)지도보기",//recruit.daekyo.com/
637,대교,1986년 12월 31일,-,"2,240 명 재직중",학원·학습지,중견기업,"서울 관악구 보라매로3길 23 (봉천동,대교타워)지도보기",//recruit.daekyo.com/
638,플레어랩스,2022년 4월 15일,-,1 명 재직중,소프트웨어·솔루션·ASP,중소기업,서울특별시 강남구 테헤란로2길 27 패스트파이브 강남5호점지도보기,//flarelane.co.kr
639,큐픽스,2015년 8월 19일,28억 419만원 (2022),59 명 재직중,소프트웨어·솔루션·ASP,중소기업,"경기도 성남시 분당구 대왕판교로 670 B동 605호 (삼평동,유스페이스2)지도보기",//www.cupix.com
640,에이치비엠피,2014년 9월 23일,"2억 7,847만원 (2022)",8 명 재직중,사무지원·콜센터·텔레마케팅,중소기업,제주 제주시 이도이동 1176-67번지 제주벤처마루 4층 4층 제주벤처마루 (이도이동)지도보기,//www.teeshot.co.kr
641,라이드,-,-,-,네트워크·통신,,,
642,엑스페릭스,2017년 4월 3일,"144억 7,035만원 (2022)",71 명 재직중,전기·전자·반도체,중소기업,"경기 성남시 중원구 사기막골로62번길 37 1207호 (상대원동,스타타워)지도보기",//www.xperix.com
643,선후,2018년 8월 10일,"4억 9,345만원 (2022)",11 명 재직중,전기·전자·반도체,중소기업,,
644,네이처프라임,2018년 5월 9일,"157억 7,370만원 (2022)",18 명 재직중,도매·상품중개,중소기업,경기도 포천시 가산면 가산로96번길 44-1 네이처프라임지도보기,//www.natureprime.co.kr
645,에임(AIM),2015년 6월 11일,-,22 명 재직중,교육기관,소기업,,
646,번개장터,2022년 7월 4일,"1,498만원 (2022)",5 명 재직중,쇼핑몰·전자상거래·오픈마켓,중소기업,,
647,이터널,2021년 12월 17일,120억원 (2022),1 명 재직중,도매·상품중개,중소기업,"서울특별시 송파구 법원로9길 26 에이치비지니스파크 씨동 1011호, 1012호, 1013호, 1014호, 1015호 (문정동)지도보기",//etunnel.net/
648,세컨신드롬,2016년 4월 30일,100억원 (2023),35 명 재직중,물류,중소기업,"서울특별시 강남구 논현로 417 (역삼동,화원빌딩) 2층지도보기",//www.dalock.kr
649,디케이테크인,2009,-,-,전기·전자·반도체,소기업,,
650,에임(AIM),2015년 6월 11일,-,22 명 재직중,교육기관,소기업,,
651,에이치비엠피,2014년 9월 23일,"2억 7,847만원 (2022)",8 명 재직중,사무지원·콜센터·텔레마케팅,중소기업,제주 제주시 이도이동 1176-67번지 제주벤처마루 4층 4층 제주벤처마루 (이도이동)지도보기,//www.teeshot.co.kr
652,스매시,2017년 2월 20일,5억 964만원 (2022),1 명 재직중,문화·스포츠·엔터테인먼트,중소기업,,
653,선후,2018년 8월 10일,"4억 9,345만원 (2022)",11 명 재직중,전기·전자·반도체,중소기업,,
654,비사이드코리아,2021년 9월 9일,-,1 명 재직중,소프트웨어·솔루션·ASP,중소기업,,
655,링글잉글리시에듀케이션서비스,2015년 5월 29일,"94억 6,821만원 (2022)",51 명 재직중,학원·학습지,중소기업,"서울특별시 서초구 서초대로78길 22 11층 (서초동,홍우제2빌딩)지도보기",//www.ringleplus.com
656,마이크로프로텍트,2020년 3월 26일,-,7 명 재직중,보험·연금,중소기업,,
657,멘티스코,2017년 9월 19일,"19억 4,214만원 (2022)",45 명 재직중,인터넷·포털·컨텐츠·게임,중소기업,서울특별시 강남구 삼성로85길 35-6 목천빌딩 2/3층지도보기,//www.imantisco.com
658,뱅크샐러드,2012년 7월 2일,"43억 7,092만원 (2022)",203 명 재직중,소프트웨어·솔루션·ASP,중소기업,"서울특별시 영등포구 여의대로 108 43, 44층(여의도동,파크원)지도보기",//www.banksalad.com
659,바텍,1992년 11월 23일,"238억 9,148만원 (2022)",111 명 재직중,전기·전자·반도체,중소기업,경북 구미시 공단동 293번지지도보기,//www.khvatec.com
660,가온브로드밴드,2020년 7월 3일,"2,349억 3,281만원 (2022)",142 명 재직중,제조업기타,중견기업,"경기도 성남시 분당구 성남대로 884-3 2층 (야탑동,가온미디어빌딩)지도보기",//www.kaonbroadband.com
661,스매시,2017년 2월 20일,5억 964만원 (2022),1 명 재직중,문화·스포츠·엔터테인먼트,중소기업,,
662,럭스소프트코리아,2018년 12월 14일,-,44 명 재직중,소프트웨어·솔루션·ASP,중소기업,,
663,알지티,-,-,9 명 재직중,전기·전자·반도체,,,
664,알지티,-,-,9 명 재직중,전기·전자·반도체,,,
665,알지티,-,-,9 명 재직중,전기·전자·반도체,,,
666,가온브로드밴드,2020년 7월 3일,"2,349억 3,281만원 (2022)",142 명 재직중,제조업기타,중견기업,"경기도 성남시 분당구 성남대로 884-3 2층 (야탑동,가온미디어빌딩)지도보기",//www.kaonbroadband.com
667,이온어스,2020년 2월 4일,"12억 9,961만원 (2022)",18 명 재직중,전기·전자·반도체,중소기업,,
668,씨드로닉스,2015년 12월 1일,-,-,기계·조선·자동차·운송장비,중소기업,서울특별시 강남구 테헤란로20길 20 삼정빌딩 3층 씨드로닉스 (역삼동)지도보기,//www.seadronix.com
669,이터널,2021년 12월 17일,120억원 (2022),1 명 재직중,도매·상품중개,중소기업,"서울특별시 송파구 법원로9길 26 에이치비지니스파크 씨동 1011호, 1012호, 1013호, 1014호, 1015호 (문정동)지도보기",//etunnel.net/
670,뉴아인,1978년 6월 5일,"477억 2,529만원 (2022)",132 명 재직중,철강·금속·비금속,중소기업,"서울특별시 서초구 바우뫼로37길 23-6 (양재동,태홍빌딩) 3층지도보기",//www.asia.co.kr
671,다보링크,2019년 10월 17일,"775억 4,550만원 (2021)",86 명 재직중,전기·전자·반도체,중소기업,경기도 안양시 동안구 벌말로 112 (관양동)지도보기,//www.davolink.co.kr
672,바텍,1992년 11월 23일,"238억 9,148만원 (2022)",111 명 재직중,전기·전자·반도체,중소기업,경북 구미시 공단동 293번지지도보기,//www.khvatec.com
673,가온브로드밴드,2020년 7월 3일,"2,349억 3,281만원 (2022)",142 명 재직중,제조업기타,중견기업,"경기도 성남시 분당구 성남대로 884-3 2층 (야탑동,가온미디어빌딩)지도보기",//www.kaonbroadband.com
674,세포아소프트,2007년 1월 27일,"42억 5,800만원 (2022)",34 명 재직중,소프트웨어·솔루션·ASP,중소기업,"서울 서초구 바우뫼로 152 501호 (양재동,삼정빌딩)지도보기",//www.sepoasoft.co.kr
675,인터엑스,2010년 7월 30일,"13억 2,825만원 (2022)",11 명 재직중,소프트웨어·솔루션·ASP,중소기업,경기 성남시 분당구 수내동 20-2 초림프라자 308호지도보기,//www.interxsoft.com
676,무신사,2012년 6월 25일,"6,451억 6,211만원 (2022)","1,354 명 재직중",언론·출판·신문·잡지,중견기업,"서울특별시 성동구 아차산로 38 (성수동1가,개풍빌딩)지도보기",//www.musinsa.com
677,디케이테크인,2009,-,-,전기·전자·반도체,소기업,,
678,에쓰오씨소프트,1984년 4월 26일,"108억 3,359만원 (2022)",29 명 재직중,소프트웨어·솔루션·ASP,중소기업,"서울특별시 구로구 디지털로 272 704호 (구로동,한신아이티타워)지도보기",//www.mapinfo.co.kr
679,갤럭시아머니트리,1994년 10월 5일,"1,101억 8,842만원 (2022)",148 명 재직중,소프트웨어·솔루션·ASP,대기업,"서울특별시 강남구 광평로 281 12층 1501호 (수서동,수서빌딩)지도보기",//www.galaxiamoneytree.co.kr
680,제노솔루션,-,-,-,용역·인력알선,소기업,,
681,이온어스,2020년 2월 4일,"12억 9,961만원 (2022)",18 명 재직중,전기·전자·반도체,중소기업,,
682,솔로몬텍,2012년 3월 2일,"548억 3,127만원 (2022)",510 명 재직중,소프트웨어·솔루션·ASP,중소기업,"서울특별시 영등포구 당산로37길 16 (당산동4가,씨에스로직스복합시설), 3층지도보기",//www.solomontech.net
683,업템포글로벌,2020년 1월 20일,"32억 4,689만원 (2022)",50 명 재직중,연구개발업,중소기업,"서울특별시 강남구 선릉로99길 9 2층 (역삼동,영성빌딩)지도보기",//www.uptempoglobal.com
684,휴먼아이씨티,2011년 8월 8일,22억 373만원 (2022),22 명 재직중,소프트웨어·솔루션·ASP,중소기업,"서울특별시 강남구 강남대로 310 1008호 (역삼동,유니온센터)지도보기",//www.hictc.com
685,크라우드웍스,2017년 4월 25일,"106억 8,913만원 (2022)",140 명 재직중,네트워크·통신,중소기업,"서울특별시 강남구 테헤란로 309 5층 (역삼동,삼성제일빌딩)지도보기",//www.crowdworks.ai
686,무신사,2012년 6월 25일,"6,451억 6,211만원 (2022)","1,354 명 재직중",언론·출판·신문·잡지,중견기업,"서울특별시 성동구 아차산로 38 (성수동1가,개풍빌딩)지도보기",//www.musinsa.com
687,솔로몬텍,2012년 3월 2일,"548억 3,127만원 (2022)",510 명 재직중,소프트웨어·솔루션·ASP,중소기업,"서울특별시 영등포구 당산로37길 16 (당산동4가,씨에스로직스복합시설), 3층지도보기",//www.solomontech.net
688,솔로몬텍,2012년 3월 2일,"548억 3,127만원 (2022)",510 명 재직중,소프트웨어·솔루션·ASP,중소기업,"서울특별시 영등포구 당산로37길 16 (당산동4가,씨에스로직스복합시설), 3층지도보기",//www.solomontech.net
689,플래티어,2005년 2월 24일,"499억 5,714만원 (2022)",278 명 재직중,소프트웨어·솔루션·ASP,중소기업,"서울 송파구 법원로9길 26 D동 6층 (문정동,에이치비지니스파크)지도보기",//www.plateer.com
690,마카롱팩토리,2015년 3월 1일,"102억 3,093만원 (2022)",-,모바일·무선,중소기업,"경기도 성남시 수정구 대왕판교로 815 (시흥동,판교창조경제밸리 기업지원허브)지도보기",//macarong.net
691,디케이테크인,2009,-,-,전기·전자·반도체,소기업,,
692,인터엑스,2010년 7월 30일,"13억 2,825만원 (2022)",11 명 재직중,소프트웨어·솔루션·ASP,중소기업,경기 성남시 분당구 수내동 20-2 초림프라자 308호지도보기,//www.interxsoft.com
693,무신사,2012년 6월 25일,"6,451억 6,211만원 (2022)","1,354 명 재직중",언론·출판·신문·잡지,중견기업,"서울특별시 성동구 아차산로 38 (성수동1가,개풍빌딩)지도보기",//www.musinsa.com
694,씨엔알리서치,2022년 8월 9일,-,-,의약·보건·사회복지,중소기업,,
695,에스제이에이치스튜디오,2015년 10월 19일,-,15 명 재직중,소프트웨어·솔루션·ASP,중소기업,서울특별시 강남구 논현로85길 46 (역삼동) 메가존빌딩 11층지도보기,//www.sjh-studio.com/
696,컬리,2014년 12월 31일,"2조 335억 9,450만원 (2022)","2,867 명 재직중",도매·상품중개,중견기업,"서울특별시 강남구 테헤란로 133 (역삼동,한국타이어빌딩)지도보기",//www.kurly.com
697,여기어때컴퍼니,2015년 9월 21일,"3,058억 7,906만원 (2022)",571 명 재직중,인터넷·포털·컨텐츠·게임,중견기업,서울특별시 강남구 봉은사로 479 11층 (삼성동)지도보기,//www.gccompany.co.kr
698,잉카엔트웍스,2000년 10월 5일,"46억 1,808만원 (2022)",62 명 재직중,소프트웨어·솔루션·ASP,중소기업,서울특별시 용산구 한강대로44길 16 (한강로2가) 잉카엔트웍스지도보기,//www.inka.co.kr
699,씨드로닉스,2015년 12월 1일,-,-,기계·조선·자동차·운송장비,중소기업,서울특별시 강남구 테헤란로20길 20 삼정빌딩 3층 씨드로닉스 (역삼동)지도보기,//www.seadronix.com
700,씨드로닉스,2015년 12월 1일,-,-,기계·조선·자동차·운송장비,중소기업,서울특별시 강남구 테헤란로20길 20 삼정빌딩 3층 씨드로닉스 (역삼동)지도보기,//www.seadronix.com
701,아이오바이오,2011년 8월 9일,"11억 9,139만원 (2022)",34 명 재직중,의료·정밀·시계·광학기기,중소기업,"서울특별시 강남구 테헤란로4길 38 8층 801호 (역삼동,태영빌딩)지도보기",//www.aiobio.co.kr
702,씨드로닉스,2015년 12월 1일,-,-,기계·조선·자동차·운송장비,중소기업,서울특별시 강남구 테헤란로20길 20 삼정빌딩 3층 씨드로닉스 (역삼동)지도보기,//www.seadronix.com
703,경우시스테크,1999년 7월 7일,"258억 9,469만원 (2022)",86 명 재직중,전기·전자·반도체,중소기업,서울 금천구 디지털로9길 68 401호지도보기,//www.kyungwoo.com
704,아이알큐더스,2000년 2월 1일,"54억 5,996만원 (2022)",76 명 재직중,법률·회계,중소기업,"서울특별시 영등포구 국제금융로8길 2 14층 (여의도동,농협재단빌딩)지도보기",//www.irkudos.co.kr
705,플라잎,2020년 1월 29일,-,20 명 재직중,소프트웨어·솔루션·ASP,중소기업,"경기도 성남시 분당구 대왕판교로 660 (삼평동,유스페이스1) B동 901호지도보기",//www.plaif.com
706,스펙터,2020년 6월 1일,"2,014만원 (2022)",25 명 재직중,웹에이젼시·IT컨설팅,중소기업,서울특별시 강남구 테헤란로7길 22 9층 (역삼동)지도보기,//www.specter.co.kr
707,바이온사이트,2019년 10월 24일,-,14 명 재직중,연구개발업,중소기업,"서울특별시 성동구 왕십리로 58 (성수동1가,FORHU) 418호지도보기",//bionsight.com
708,액스,2015년 5월 25일,38억원 (2019),33 명 재직중 (헤드헌터 1 명),용역·인력알선,중소기업,서울특별시 강남구 테헤란로 216 근무지 파주지도보기,//www.pxi365.com
709,디어유,2017년 7월 4일,"491억 9,386만원 (2022)",95 명 재직중,소프트웨어·솔루션·ASP,대기업,서울특별시 강남구 학동로25길 37 (논현동)지도보기,//www.dear-u.co
710,유니드컴즈,2014년 12월 23일,"42억 1,815만원 (2022)",36 명 재직중,소프트웨어·솔루션·ASP,중소기업,서울특별시 마포구 양화로 81 L1층 L105호(패스트파이브 합정점)지도보기,//www.uneedcomms.com
711,딥바이오,2015년 10월 8일,"4,137만원 (2022)",47 명 재직중,연구개발업,중소기업,"서울특별시 구로구 디지털로 242 1201호 (구로동,한화비즈메트로1차)지도보기",//www.deepbio.co.kr
712,마크비전코리아,2019년 12월 12일,-,100 명 재직중,소프트웨어·솔루션·ASP,중소기업,"서울특별시 강남구 테헤란로 427 6층 (삼성동,위워크타워)지도보기",//www.marqvision.com
713,리콘랩스,2019년 11월 14일,"2억 9,179만원 (2022)",40 명 재직중,소프트웨어·솔루션·ASP,중소기업,서울특별시 강남구 학동로53길 30 (논현동)지도보기,//reconlabs.kr
714,업템포글로벌,2020년 1월 20일,"32억 4,689만원 (2022)",50 명 재직중,연구개발업,중소기업,"서울특별시 강남구 선릉로99길 9 2층 (역삼동,영성빌딩)지도보기",//www.uptempoglobal.com
715,업템포글로벌,2020년 1월 20일,"32억 4,689만원 (2022)",50 명 재직중,연구개발업,중소기업,"서울특별시 강남구 선릉로99길 9 2층 (역삼동,영성빌딩)지도보기",//www.uptempoglobal.com
716,바이온사이트,2019년 10월 24일,-,14 명 재직중,연구개발업,중소기업,"서울특별시 성동구 왕십리로 58 (성수동1가,FORHU) 418호지도보기",//bionsight.com
717,바이온사이트,2019년 10월 24일,-,14 명 재직중,연구개발업,중소기업,"서울특별시 성동구 왕십리로 58 (성수동1가,FORHU) 418호지도보기",//bionsight.com
718,인터엑스,2010년 7월 30일,"13억 2,825만원 (2022)",11 명 재직중,소프트웨어·솔루션·ASP,중소기업,경기 성남시 분당구 수내동 20-2 초림프라자 308호지도보기,//www.interxsoft.com
719,인터엑스,2010년 7월 30일,"13억 2,825만원 (2022)",11 명 재직중,소프트웨어·솔루션·ASP,중소기업,경기 성남시 분당구 수내동 20-2 초림프라자 308호지도보기,//www.interxsoft.com
720,모요,2021년 10월 1일,"1조 4,207억 7,900만원 (2022)",783 명 재직중,건설·건축·토목·조경,대기업,서울특별시 강서구 마곡중앙로 150 (마곡동)지도보기,//www.xicna.com
721,한국모바일결제,2020년 11월 30일,-,-,소프트웨어·솔루션·ASP,소기업,"서울특별시 강남구 테헤란로2길 27 14층(역삼동,패스트파이브빌딩)지도보기",//www.baroapp.co.kr
722,글로벌리어,2015년 4월 3일,"3억 8,722만원 (2022)",54 명 재직중,소프트웨어·솔루션·ASP,중소기업,"서울특별시 금천구 가산디지털1로 146 403호(가산동, 가산대륭22차)지도보기",//www.dotincorp.com
723,인터엑스,2010년 7월 30일,"13억 2,825만원 (2022)",11 명 재직중,소프트웨어·솔루션·ASP,중소기업,경기 성남시 분당구 수내동 20-2 초림프라자 308호지도보기,//www.interxsoft.com
724,무신사,2012년 6월 25일,"6,451억 6,211만원 (2022)","1,354 명 재직중",언론·출판·신문·잡지,중견기업,"서울특별시 성동구 아차산로 38 (성수동1가,개풍빌딩)지도보기",//www.musinsa.com
725,인프랩,2017년 4월 6일,"175억 7,695만원 (2022)",65 명 재직중,교육·연구및개발,중소기업,"경기도 성남시 분당구 대왕판교로 660 A동 405호 (삼평동,유스페이스1)지도보기",//www.inflearn.com
726,아이트럭,2018년 7월 5일,51억원 (2021),1 명 재직중,물류,중소기업,,
727,씨엔알리서치,2022년 8월 9일,-,-,의약·보건·사회복지,중소기업,,
728,디웨이브,2020년 9월 28일,2만원 (2022),2 명 재직중,개인서비스,중소기업,"서울특별시 강남구 강남대로 354 7층 707호 (역삼동,혜천빌딩)지도보기",//clicksound.kr
729,번개장터,2022년 7월 4일,"1,498만원 (2022)",5 명 재직중,쇼핑몰·전자상거래·오픈마켓,중소기업,,
730,뱅크샐러드,2012년 7월 2일,"43억 7,092만원 (2022)",203 명 재직중,소프트웨어·솔루션·ASP,중소기업,"서울특별시 영등포구 여의대로 108 43, 44층(여의도동,파크원)지도보기",//www.banksalad.com
731,현대캐피탈,1993년 12월 22일,"3조 262억 2,574만원 (2022)","2,175 명 재직중",은행·카드·투자기관,대기업,서울특별시 영등포구 의사당대로 3 (여의도동)지도보기,//www.hyundaicapital.com
732,무신사,2012년 6월 25일,"6,451억 6,211만원 (2022)","1,354 명 재직중",언론·출판·신문·잡지,중견기업,"서울특별시 성동구 아차산로 38 (성수동1가,개풍빌딩)지도보기",//www.musinsa.com
733,아이트럭,2018년 7월 5일,51억원 (2021),1 명 재직중,물류,중소기업,,
734,아이트럭,2018년 7월 5일,51억원 (2021),1 명 재직중,물류,중소기업,,
735,알스퀘어,2023년 4월 30일,-,-,법률·회계,소기업,,
736,잉카엔트웍스,2000년 10월 5일,"46억 1,808만원 (2022)",62 명 재직중,소프트웨어·솔루션·ASP,중소기업,서울특별시 용산구 한강대로44길 16 (한강로2가) 잉카엔트웍스지도보기,//www.inka.co.kr
737,아이헤이트플라잉버그스,2012년 2월 6일,"131억 5,544만원 (2022)",457 명 재직중,소프트웨어·솔루션·ASP,중소기업,"서울특별시 영등포구 여의대로 108 (여의도동,파크원) 39층지도보기",//mildang.kr/
738,미스터블루,2022년 2월 10일,-,6 명 재직중,언론·출판·신문·잡지,중소기업,전라남도 순천시 별미길 27-1 (남내동)지도보기,//studio365.kr
739,아이헤이트플라잉버그스,2012년 2월 6일,"131억 5,544만원 (2022)",457 명 재직중,소프트웨어·솔루션·ASP,중소기업,"서울특별시 영등포구 여의대로 108 (여의도동,파크원) 39층지도보기",//mildang.kr/
740,비에이치에스엔,2010년 6월 1일,"22억 7,876만원 (2022)",13 명 재직중,소프트웨어·솔루션·ASP,중소기업,"서울특별시 종로구 창경궁로 112-15 201호 (인의동,세일빌딩)지도보기",//www.bhskorea.com
741,한국평가정보,1986년 12월 31일,-,"2,240 명 재직중",학원·학습지,중견기업,"서울 관악구 보라매로3길 23 (봉천동,대교타워)지도보기",//recruit.daekyo.com/
742,누리랩,2015년 3월 3일,"22억 3,434만원 (2022)",24 명 재직중,소프트웨어·솔루션·ASP,중소기업,"서울 영등포구 영신로 220 1306호 (영등포동8가,KnK디지털타워)지도보기",//wwww.nurilab.com
743,뱅크샐러드,2012년 7월 2일,"43억 7,092만원 (2022)",203 명 재직중,소프트웨어·솔루션·ASP,중소기업,"서울특별시 영등포구 여의대로 108 43, 44층(여의도동,파크원)지도보기",//www.banksalad.com
744,마이크로프로텍트,2020년 3월 26일,-,7 명 재직중,보험·연금,중소기업,,
745,에쓰오씨소프트,1984년 4월 26일,"108억 3,359만원 (2022)",29 명 재직중,소프트웨어·솔루션·ASP,중소기업,"서울특별시 구로구 디지털로 272 704호 (구로동,한신아이티타워)지도보기",//www.mapinfo.co.kr
746,에쓰오씨소프트,1984년 4월 26일,"108억 3,359만원 (2022)",29 명 재직중,소프트웨어·솔루션·ASP,중소기업,"서울특별시 구로구 디지털로 272 704호 (구로동,한신아이티타워)지도보기",//www.mapinfo.co.kr
747,에쓰오씨소프트,1984년 4월 26일,"108억 3,359만원 (2022)",29 명 재직중,소프트웨어·솔루션·ASP,중소기업,"서울특별시 구로구 디지털로 272 704호 (구로동,한신아이티타워)지도보기",//www.mapinfo.co.kr
748,뱅크샐러드,2012년 7월 2일,"43억 7,092만원 (2022)",203 명 재직중,소프트웨어·솔루션·ASP,중소기업,"서울특별시 영등포구 여의대로 108 43, 44층(여의도동,파크원)지도보기",//www.banksalad.com
749,패스트뷰,2021년 8월 11일,-,4 명 재직중,생활용품·화장품,중소기업,,
750,드랩,2020년 6월 17일,"5억 1,564만원 (2019)",3 명 재직중,소프트웨어·솔루션·ASP,중소기업,"경기도 부천시 조마루로385번길 92 1208호 (원미동,부천테크노밸리 유1센터)지도보기",//www.tedlab.kr
751,엑스페릭스,2017년 4월 3일,"144억 7,035만원 (2022)",71 명 재직중,전기·전자·반도체,중소기업,"경기 성남시 중원구 사기막골로62번길 37 1207호 (상대원동,스타타워)지도보기",//www.xperix.com
752,가온브로드밴드,2020년 7월 3일,"2,349억 3,281만원 (2022)",142 명 재직중,제조업기타,중견기업,"경기도 성남시 분당구 성남대로 884-3 2층 (야탑동,가온미디어빌딩)지도보기",//www.kaonbroadband.com
753,바텍,1992년 11월 23일,"238억 9,148만원 (2022)",111 명 재직중,전기·전자·반도체,중소기업,경북 구미시 공단동 293번지지도보기,//www.khvatec.com
754,에쓰오씨소프트,1984년 4월 26일,"108억 3,359만원 (2022)",29 명 재직중,소프트웨어·솔루션·ASP,중소기업,"서울특별시 구로구 디지털로 272 704호 (구로동,한신아이티타워)지도보기",//www.mapinfo.co.kr
755,알지티,-,-,9 명 재직중,전기·전자·반도체,,,
756,이온어스,2020년 2월 4일,"12억 9,961만원 (2022)",18 명 재직중,전기·전자·반도체,중소기업,,
757,씨드로닉스,2015년 12월 1일,-,-,기계·조선·자동차·운송장비,중소기업,서울특별시 강남구 테헤란로20길 20 삼정빌딩 3층 씨드로닉스 (역삼동)지도보기,//www.seadronix.com
758,이터널,2021년 12월 17일,120억원 (2022),1 명 재직중,도매·상품중개,중소기업,"서울특별시 송파구 법원로9길 26 에이치비지니스파크 씨동 1011호, 1012호, 1013호, 1014호, 1015호 (문정동)지도보기",//etunnel.net/
759,이터널,2021년 12월 17일,120억원 (2022),1 명 재직중,도매·상품중개,중소기업,"서울특별시 송파구 법원로9길 26 에이치비지니스파크 씨동 1011호, 1012호, 1013호, 1014호, 1015호 (문정동)지도보기",//etunnel.net/
760,포커스미디어코리아,2017년 6월 21일,"734억 1,869만원 (2022)",237 명 재직중,방송·광고·영상·오디오,중견기업,"서울특별시 영등포구 여의대로 24 FKI 45층(여의도동,전국경제인연합회회관)지도보기",//www.focusmediakorea.com
761,제주도닷컴,2003년 10월 12일,"24억 4,820만원 (2022)",23 명 재직중,호텔·여행·항공,중소기업,"서울특별시 구로구 디지털로32길 30 906호 (구로동,코오롱디지털타워빌란트)지도보기",//www.jejuisland.com
762,씨드로닉스,2015년 12월 1일,-,-,기계·조선·자동차·운송장비,중소기업,서울특별시 강남구 테헤란로20길 20 삼정빌딩 3층 씨드로닉스 (역삼동)지도보기,//www.seadronix.com
763,럭스소프트코리아,2018년 12월 14일,-,44 명 재직중,소프트웨어·솔루션·ASP,중소기업,,
764,바텍,1992년 11월 23일,"238억 9,148만원 (2022)",111 명 재직중,전기·전자·반도체,중소기업,경북 구미시 공단동 293번지지도보기,//www.khvatec.com
765,아이헤이트플라잉버그스,2012년 2월 6일,"131억 5,544만원 (2022)",457 명 재직중,소프트웨어·솔루션·ASP,중소기업,"서울특별시 영등포구 여의대로 108 (여의도동,파크원) 39층지도보기",//mildang.kr/
766,무신사,2012년 6월 25일,"6,451억 6,211만원 (2022)","1,354 명 재직중",언론·출판·신문·잡지,중견기업,"서울특별시 성동구 아차산로 38 (성수동1가,개풍빌딩)지도보기",//www.musinsa.com
767,액스,2015년 5월 25일,38억원 (2019),33 명 재직중 (헤드헌터 1 명),용역·인력알선,중소기업,서울특별시 강남구 테헤란로 216 근무지 파주지도보기,//www.pxi365.com
768,유니드컴즈,2014년 12월 23일,"42억 1,815만원 (2022)",36 명 재직중,소프트웨어·솔루션·ASP,중소기업,서울특별시 마포구 양화로 81 L1층 L105호(패스트파이브 합정점)지도보기,//www.uneedcomms.com
769,무신사,2012년 6월 25일,"6,451억 6,211만원 (2022)","1,354 명 재직중",언론·출판·신문·잡지,중견기업,"서울특별시 성동구 아차산로 38 (성수동1가,개풍빌딩)지도보기",//www.musinsa.com
770,무신사,2012년 6월 25일,"6,451억 6,211만원 (2022)","1,354 명 재직중",언론·출판·신문·잡지,중견기업,"서울특별시 성동구 아차산로 38 (성수동1가,개풍빌딩)지도보기",//www.musinsa.com
771,에그버스,2022년 3월 14일,-,20 명 재직중,소프트웨어·솔루션·ASP,중소기업,,
772,하이,2005년 2월 4일,"5,598억 1,354만원 (2022)",743 명 재직중,문화·스포츠·엔터테인먼트,중견기업,서울특별시 용산구 한강대로 42 (한강로3가)지도보기,//hybecorp.com/www.hybe.co
773,하이,2005년 2월 4일,"5,598억 1,354만원 (2022)",743 명 재직중,문화·스포츠·엔터테인먼트,중견기업,서울특별시 용산구 한강대로 42 (한강로3가)지도보기,//hybecorp.com/www.hybe.co
774,헤세그,2020년 3월 26일,2억 100만원 (2022),8 명 재직중,소프트웨어·솔루션·ASP,중소기업,"서울특별시 서초구 매헌로6길 15 4층 (양재동,두루빌딩)지도보기",//www.hessegg.com
775,멘티스코,2017년 9월 19일,"19억 4,214만원 (2022)",45 명 재직중,인터넷·포털·컨텐츠·게임,중소기업,서울특별시 강남구 삼성로85길 35-6 목천빌딩 2/3층지도보기,//www.imantisco.com
776,아더월드,2023년 4월 1일,-,-,인터넷·포털·컨텐츠·게임,중소기업,,
777,경일게임아카데미,2010년 1월 22일,"2억 8,352만원 (2014)",30 명 재직중,교육·연구및개발,중소기업,"서울특별시 강동구 천호대로 995 제3층1호, 제4층1호 (천호동,금복빌딩)지도보기",//www.kiweb.or.kr
778,하이,2005년 2월 4일,"5,598억 1,354만원 (2022)",743 명 재직중,문화·스포츠·엔터테인먼트,중견기업,서울특별시 용산구 한강대로 42 (한강로3가)지도보기,//hybecorp.com/www.hybe.co
779,라이드,-,-,-,네트워크·통신,,,
780,엑스페릭스,2017년 4월 3일,"144억 7,035만원 (2022)",71 명 재직중,전기·전자·반도체,중소기업,"경기 성남시 중원구 사기막골로62번길 37 1207호 (상대원동,스타타워)지도보기",//www.xperix.com
