,기업명,주소,업종분류,설립연도,기업홈페이지URL
0,무신사,서울특별시 성동구 아차산로13길 11 (성수동2가) 무신사캠퍼스 N1 1층,통신 판매업,2012-06-25,
0,무신사,서울특별시 성동구 아차산로13길 11 (성수동2가) 무신사캠퍼스 N1 1층,통신 판매업,2012-06-25,
0,하이,서울특별시 성동구 아차산로13길 11 (성수동2가) 무신사캠퍼스 N1 1층,통신 판매업,2012-06-25,
0,멘티스코,"서울특별시 강남구 삼성로85길 35-6 4층 (대치동, 목천빌딩)",유선 온라인 게임 소프트웨어 개발 및 공급업,2017-09-19,
0,아더월드,경기도 용인시 이동면 서리 908-1,시스템 소프트웨어 개발 및 공급업,1998-10-23,www.anotherworld.to
0,하이,경기도 용인시 이동면 서리 908-1,시스템 소프트웨어 개발 및 공급업,1998-10-23,www.anotherworld.to
0,엑스페릭스,"경기도 성남시 중원구 사기막골로62번길 37 1207호 (상대원동, 스타타워)",전자 부품 제조업,2017-04-03,www.xperix.com
0,하고엘앤에프,서울특별시 금천구 두산로9길 31 빅픽처인터렉티브,핸드백 및 지갑 제조업,2017-01-02,
0,엑스페릭스,경기도 성남시 분당구 판교로 242 (삼평동) 판교디지털센터 에이동 3층 301호(통칭 303호),전자 부품 제조업,2017-04-03,www.xperix.com
0,빅픽처인터렉티브,서울특별시 금천구 두산로9길 31 빅픽처인터렉티브,그 외 기타 정보 서비스업,2015-04-06,www.bigpi.co/
0,에이피알,서울특별시 송파구 송파대로 201,그 외 기타 생활용품 도매업,2019-12-20,
0,크래프트테크놀로지스,"서울특별시 성동구 왕십리로 58 (성수동1가, FORHU)",전기ㆍ전자공학 연구개발업,2016-01-31,www.qraft.co.kr
0,컴투스플랫폼,"서울특별시 성동구 왕십리로 58 (성수동1가, FORHU)",전기ㆍ전자공학 연구개발업,2016-09-12,
0,머니투데이,"서울특별시 종로구 청계천로 11 (서린동, 청계한국빌딩), 6층",신문 발행업,2023-11-02,
0,모두의봄,"서울특별시 마포구 마포대로 78 15층 (도화동, 자람빌딩)","도장, 도배 및 내장 공사업",2022-10-05,www.vhom.co.kr/
0,플레이위드,"서울특별시 서초구 마방로 60 5층, 6층, 23층",소프트웨어 개발 및 공급업,1984-07-25,www.playwith.co.kr
0,에스티엘,"서울특별시 영등포구 국제금융로2길 7 (여의도동, 한주빌딩), 801호",신탁업 및 집합 투자업,2022-03-23,
0,고피자,서울특별시 종로구 경희궁길 15 (신문로2가),기타 식료품 소매업,2017-10-18,www.gopizza.kr
0,크래프톤,서울특별시 종로구 경희궁길 15 (신문로2가),기타 식료품 소매업,2007-03-26,www.krafton.com
0,대교,서울특별시 강남구 테헤란로 231,게임 소프트웨어 개발 및 공급업,2009-05-26,
0,하이브,"서울특별시 서초구 강남대로107길 6 (잠원동, 더리버사이드호텔)",숙박업,1999-08-01,www.riversidehotel.co.kr
0,하이브,"서울특별시 서초구 강남대로107길 6 (잠원동, 더리버사이드호텔)",숙박업,1999-08-01,www.riversidehotel.co.kr
0,무신사,서울특별시 성동구 아차산로13길 11 (성수동2가) 무신사캠퍼스 N1 1층,통신 판매업,2012-06-25,
0,에드워드코리아,"충청남도 천안시 서북구 3공단1로 96 (차암동, 성원에드워드(주))",기체 펌프 및 압축기 제조업,1992-09-01,
0,큐픽스,"경기도 안양시 동안구 학의로 268 6층 625호(관양동,안양메가밸리)",건물설비 설치 공사업,1996-12-02,www.cnt85.com
0,슈퍼진,"서울특별시 서초구 강남대로 373 (서초동, 홍우빌딩)",시스템 소프트웨어 개발 및 공급업,2016-12-08,
0,아이오바이오,"서울특별시 강남구 테헤란로4길 38, 8층  ",그 외 기타 의료용 기기 제조업,2011-08-09,www.aiobio.co.kr/
